物流单号,spu_id,商品名称,品牌,一级分类,发货仓库,目的地城市,物流公司,运输方式,发货日期,预计到达,实际到达,运输天数,物流运费,发货数量,件单价,物流状态
YT2606294979369,3480895571701696441,星芒体育 FW1226女鞋 阿迪达斯2021夏款轻便透气运动鞋减震跑步鞋,阿迪达斯 (Adidas),运动健康,广州白云仓,深圳,德邦物流,航空快件,2026-06-29,2026-07-02,2026-07-02,3,15.43,1,559.0,运输中
YT2605176273977,3438735703599661645,婴童羽绒服20074200202,巴拉巴拉 (BALABALA),母婴,上海嘉定仓,南昌,申通快递,航空快件,2026-05-17,2026-05-20,2026-05-20,3,25.57,6,250.38,已揽收
YT2604301808226,3481193760694631754,心上 伊夫圣罗兰 单肩包 9成新 ZZX LJY,圣罗兰 (YSL),箱包饰品,武汉东西湖仓,西安,中通快递,特快专递,2026-04-30,2026-05-03,2026-05-03,3,6.28,1,4959.0,已签收
YT2606217578583,3456537495465024031,LYP 缪缪 单肩包 95成新 公价12500,缪缪 (Miumiu),箱包饰品,上海嘉定仓,长春,圆通快递,陆运快件,2026-06-21,2026-06-26,2026-06-27,6,13.87,1,3549.0,已延误
YT2604137963236,3498326881307082121,拉夏贝尔春秋情侣款休闲裤MF6700,拉夏贝尔 (La Chapelle),服装,成都双流仓,福州,顺丰速运,航空快件,2026-04-13,2026-04-16,2026-04-16,3,79.23,61,50.12,已签收
YT2605045373605,3436085309295726151,秋水伊人2020年秋季新款女装气质低V领亮片蕾丝连衣裙6031002557,秋水伊人,未分类,北京通州仓,沈阳,极兔速递,同城配送,2026-05-04,2026-05-06,2026-05-06,2,53.99,25,293.03,运输中
YT2605037176062,3469359351528030993,312抖C 路易威登 9新 5993098,路易威登 (Louis Vuitton),箱包饰品,武汉东西湖仓,西安,中通快递,航空快件,2026-05-03,2026-05-05,2026-05-06,3,13.31,1,9059.0,已延误
YT2605034824504,3444646055298389416,卡西欧 卡西欧手表G SHOCK系列多功能运动手表女士手表女,卡西欧 (CASIO),未分类,北京通州仓,南京,极兔速递,同城配送,2026-05-03,2026-05-04,2026-05-04,1,14.67,1,1050.0,已签收
YT2604127011703,3455591535293424353,暴走的萝莉运动长裤女春秋宽松速干裤跑步运动裤休闲收口束脚卫裤,暴走的萝莉 (sylphlike loli),运动健康,武汉东西湖仓,石家庄,京东物流,特快专递,2026-04-12,2026-04-16,2026-04-16,4,51.37,21,101.2,已签收
YT2606206980350,3321441179148665190,黄帝内经 黄帝内经全集 原文注释全译白话灵枢素问,一茶一坐,图书音像,广州白云仓,沈阳,顺丰速运,陆运快件,2026-06-20,2026-06-23,2026-06-23,3,12.99,2,44.85,运输中
YT2605239494350,3440026523825000934,安奈儿童装男童运动裤子春秋装新款修身长裤百搭洋气休闲小脚裤潮,安奈儿 (Annil),未分类,武汉东西湖仓,大连,圆通快递,陆运快件,2026-05-23,2026-05-24,2026-05-24,1,17.67,2,51.41,已签收
YT2604018453967,3463166609991016052,妃鱼 古驰 其他 95成新,古驰 (GUCCI),食品酒水,广州白云仓,南宁,德邦物流,同城配送,2026-04-01,2026-04-05,2026-04-05,4,14.75,1,1299.0,已签收
YT2604115585777,3444902286478964168,朵洋家纺 被子固定器防跑踢卡扣,朵洋,未分类,武汉东西湖仓,青岛,京东物流,航空快件,2026-04-11,2026-04-16,2026-04-16,5,417.56,156,9.91,运输中
YT2604234411818,3445412376223068935,海苔大礼包,良品铺子,食品酒水,上海嘉定仓,上海,韵达物流,标准快递,2026-04-23,2026-04-26,2026-04-26,3,200.84,111,29.83,已签收
YT2606277882653,3472889563255561717,miss COCOON2020夏装新款女装学院条纹薄款针织衫9020110258,MISSCOCOON,服装,成都双流仓,杭州,京东物流,标准快递,2026-06-27,2026-06-29,2026-06-29,2,61.58,31,400.29,已签收
YT2604055298905,3470224327784457277,佳佳 T恤 3183,奥门元平,服装,广州白云仓,北京,京东物流,同城配送,2026-04-05,2026-04-09,2026-04-09,4,17.14,4,78.3,已揽收
YT2604062003625,3488321847366442724,木林森Mulinsen商务袜混色五盒装透气吸汗不易起球,木林森 (MULINSEN),图书音像,上海嘉定仓,北京,韵达物流,特快专递,2026-04-06,2026-04-11,2026-04-11,5,7.41,1,29.8,运输中
YT2604116631100,3478314524082364704,B店精选C 路易威登 98新 市场价68000,路易威登 (Louis Vuitton),箱包饰品,广州白云仓,南京,京东物流,同城配送,2026-04-11,2026-04-12,2026-04-12,1,12.69,2,7199.0,已揽收
YT2606299618234,3447049291422653592,1 4岁宝宝冬季套头帽,此间,母婴,武汉东西湖仓,南昌,中通快递,航空快件,2026-06-29,2026-07-02,2026-07-04,5,19.1,9,24.86,已延误
YT2604202007947,3436538651499196779,vgrass维格娜丝连衣裙VSLQK49830,v·grass,服装,上海嘉定仓,北京,极兔速递,标准快递,2026-04-20,2026-04-22,2026-04-22,2,16.77,1,5680.0,运输中
YT2606278741058,3428731015026322884,73 80巴拉巴拉男婴童衬衫20021191203,巴拉巴拉 (BALABALA),母婴,成都双流仓,长春,韵达物流,特快专递,2026-06-27,2026-06-30,2026-06-30,3,46.27,17,39.0,运输中
YT2604114450999,3460778039124881626,8058 穆姑娘的衣裳加绒蕾丝上衣,穆姑娘,服装,成都双流仓,北京,极兔速递,特快专递,2026-04-11,2026-04-12,2026-04-12,1,26.71,3,50.0,已签收
YT2605269123743,3418137437204028452,华为 HUAWEI WATCH GT2 智能手表手环运动防水通话音乐,华为 (HUAWEI),未分类,成都双流仓,成都,中通快递,同城配送,2026-05-26,2026-05-31,2026-05-31,5,53.05,16,1564.96,派送中
YT2604076183991,3487512819283402057,2021KASI甲油胶9色小套系D1,KaSi,个护化妆,武汉东西湖仓,沈阳,京东物流,同城配送,2026-04-07,2026-04-10,2026-04-10,3,25.13,4,33.7,运输中
YT2604238889527,3480665982119357330,屈臣氏防晒喷雾套装,屈臣氏 (Watsons),个护化妆,北京通州仓,长沙,顺丰速运,特快专递,2026-04-23,2026-04-26,2026-04-26,3,13.74,3,59.14,已签收
YT2606159492013,3495838517035173681,回力女生魔术贴小白鞋WBN 0214,回力 (Warrior),服装,成都双流仓,上海,韵达物流,特快专递,2026-06-15,2026-06-17,2026-06-18,3,157.72,53,78.81,已延误
YT2606275230284,3475862593716005868,2468手链,cielciel,珠宝礼品,北京通州仓,武汉,申通快递,标准快递,2026-06-27,2026-06-28,2026-06-28,1,22.86,13,15.0,已签收
YT2604034801781,3456117544199563210,99新 Dior 金球手链 公价3000 优品汇 CDE003,迪奥 (DIOR),珠宝礼品,北京通州仓,沈阳,中通快递,同城配送,2026-04-03,2026-04-05,2026-04-05,2,21.54,1,1314.0,派送中
YT2606129021486,3463225354271983084,IEF 爱依服棉外套1N14A N23398,爱依服 (IEF),服装,北京通州仓,昆明,极兔速递,标准快递,2026-06-12,2026-06-13,2026-06-13,1,87.01,26,81.8,运输中
YT2604115733889,3489363114942715536,特步男短袖POLO衫879229020377,特步 (XTEP),服装,广州白云仓,贵阳,顺丰速运,同城配送,2026-04-11,2026-04-12,2026-04-12,1,1402.68,475,84.91,运输中
YT2604121414003,3488451849634365372,韩束玻尿酸高保湿润颜礼盒,韩束 (KANS),个护化妆,成都双流仓,宁波,中通快递,标准快递,2026-04-12,2026-04-17,2026-04-20,8,2122.33,2517,399.0,已延误
YT2604011414310,3487154737214842225,中国李宁宽松短袖文化衫645,李宁 (LI-NING),运动健康,成都双流仓,石家庄,圆通快递,特快专递,2026-04-01,2026-04-05,2026-04-05,4,19.65,1,129.0,派送中
YT2604109243210,3465595177857605233,绿色花枝耳环229103030736,卡思亚CARSINYA,珠宝礼品,北京通州仓,石家庄,圆通快递,同城配送,2026-04-10,2026-04-13,2026-04-13,3,32.97,29,79.9,已签收
YT2605203120877,3469162919135187453,babycare新生婴儿奶瓶组合成长套装礼盒 160ml 240ml奶瓶,babycare,母婴,成都双流仓,苏州,顺丰速运,特快专递,2026-05-20,2026-05-22,2026-05-22,2,6.16,1,499.0,已签收
YT2604141778321,3440926669328784725,冬季洋气童装外套冬装棉服中长款潮,铭佳童话 (MINGJIATONGHUA),母婴,成都双流仓,石家庄,申通快递,航空快件,2026-04-14,2026-04-17,2026-04-17,3,24.49,6,120.57,已揽收
YT2605028315468,3432562896977148401,90白鹅绒169克影儿恩裳羽绒服9C50508570,恩裳 (INSUN),服装,武汉东西湖仓,北京,中通快递,特快专递,2026-05-02,2026-05-05,2026-05-06,4,11.58,3,674.42,已延误
YT2605319759379,3500126230156601505,浪莎无钢圈新型三明治透气网文胸MC 8279,浪莎 (LangSha),未分类,成都双流仓,昆明,中通快递,陆运快件,2026-05-31,2026-06-03,2026-06-03,3,18.86,1,39.9,已签收
YT2604164152374,3494346975682377928,鸿星尔克2021夏季新款时尚运动T恤圆领纯棉碎花短袖女12220291593,鸿星尔克 (Erke),运动健康,武汉东西湖仓,郑州,极兔速递,陆运快件,2026-04-16,2026-04-21,2026-04-21,5,11.74,3,59.0,已签收
YT2605308022650,3423375001687053206,Dior迪奥烈艳蓝金口红S8,迪奥 (DIOR),未分类,北京通州仓,苏州,京东物流,陆运快件,2026-05-30,2026-06-03,2026-06-03,4,16.47,1,198.01,已签收
YT2605304577849,3467352721206736326,A72C9 男士休闲翻领全棉短袖POLO衫,STRIDER-D9,服装,广州白云仓,天津,申通快递,特快专递,2026-05-30,2026-06-04,2026-06-04,5,22.28,6,31.23,已签收
YT2606094465788,3456889738617824487,EVA严选 MCM 764954,MCM,箱包饰品,广州白云仓,北京,中通快递,航空快件,2026-06-09,2026-06-12,2026-06-12,3,21.33,1,2100.0,已揽收
YT2605149803498,3447268040473988345,MAC 高光,魅可 (MAC),未分类,广州白云仓,武汉,京东物流,航空快件,2026-05-14,2026-05-17,2026-05-17,3,14.9,2,207.9,已签收
YT2606268441565,3472436059948873579,反消极 积极思维成就蓬勃人生,机械工业出版社,图书音像,成都双流仓,福州,中通快递,航空快件,2026-06-26,2026-07-01,2026-07-01,5,11.76,1,24.5,已签收
YT2605262309426,3500307797533446299,补水喷雾 80ml,珀莱雅 (PROYA),个护化妆,北京通州仓,长沙,中通快递,同城配送,2026-05-26,2026-05-27,2026-05-27,1,38.15,8,7.92,派送中
YT2605264535120,3463014684037384502,麋库 LV JM3206242,路易威登 (Louis Vuitton),箱包饰品,广州白云仓,杭州,申通快递,标准快递,2026-05-26,2026-05-30,2026-05-30,4,5.78,1,9999.0,派送中
YT2605207268370,3445763283733366726,626 中国黄金一往情深五角星18k吊坠,中国黄金 (China Gold),未分类,武汉东西湖仓,天津,韵达物流,标准快递,2026-05-20,2026-05-22,2026-05-22,2,34.61,14,399.0,已签收
YT2605236544081,3491190896307889251,古法手镯 Drve笛乐妃奢润晶透眼霜,笛乐妃 (DILEFEI),珠宝礼品,北京通州仓,长春,圆通快递,同城配送,2026-05-23,2026-05-26,2026-05-26,3,31.92,20,48.65,派送中
YT2606187836947,3461314244283357415,IEF 爱依服棒球帽1N19 1066,爱依服 (IEF),箱包饰品,北京通州仓,福州,德邦物流,特快专递,2026-06-18,2026-06-22,2026-06-22,4,10.8,1,39.0,运输中
YT2606248659770,3493856550580272763,韩束玻尿酸高保湿弹润水95ml,韩束 (KANS),个护化妆,武汉东西湖仓,苏州,中通快递,标准快递,2026-06-24,2026-06-28,2026-06-28,4,22.17,5,89.1,已揽收
YT2606239415909,3469013574456869400,米菲水性双头马克笔,晨光 (M&G),电脑办公,广州白云仓,苏州,韵达物流,航空快件,2026-06-23,2026-06-27,2026-06-27,4,7.17,2,42.05,已揽收
YT2605019153943,3447649223108112364,028 中国黄金足金貔貅玉髓手串,中国黄金 (China Gold),未分类,上海嘉定仓,深圳,京东物流,同城配送,2026-05-01,2026-05-03,2026-05-03,2,13.66,2,699.0,派送中
YT2606016730968,3465999252591930662,TeenieWeenie Kids店播23小熊童装男童连帽卫衣上衣 TKMW211102B,teenieweenieKIDS,服装,北京通州仓,昆明,申通快递,航空快件,2026-06-01,2026-06-05,2026-06-05,4,16.71,1,279.0,运输中
YT2604181920529,3490908673830715678,安热沙水能户外防晒乳 亲肤型,安热沙 (ANESSA),个护化妆,广州白云仓,重庆,京东物流,标准快递,2026-04-18,2026-04-20,2026-04-20,2,15.93,1,128.0,已签收
YT2605239708917,3489397865372079548,爆爆奢闲置 普拉达 斜挎包 95新 公价 12000 W183918,普拉达 (PRADA),箱包饰品,北京通州仓,天津,顺丰速运,特快专递,2026-05-23,2026-05-27,2026-05-27,4,19.03,1,1999.0,已签收
YT2604057348882,3436489358109193689,阿迪达斯男运动服ED7047,阿迪达斯 (Adidas),未分类,成都双流仓,南宁,申通快递,航空快件,2026-04-05,2026-04-06,2026-04-06,1,16.42,5,374.01,运输中
YT2604266052958,3481543278690746463,日本小林制药下水道除臭疏通丸 7010,小林制药 (KOBAYASHI),家居家装,广州白云仓,广州,德邦物流,陆运快件,2026-04-26,2026-04-30,2026-04-30,4,19.52,1,37.33,已签收
YT2604231487330,3419209944384281761,铜师傅 唯檀 海黄大漆珠0 6 0 8手串 海南黄花梨老料 手串,铜师傅,未分类,成都双流仓,石家庄,韵达物流,航空快件,2026-04-23,2026-04-27,2026-04-30,7,18.77,1,399.01,已延误
YT2604247435894,3481955069291800224,CBA李宁弹力运动五分裤球迷版紧身运动五分裤AUSP063,李宁 (LI-NING),运动健康,上海嘉定仓,成都,韵达物流,陆运快件,2026-04-24,2026-04-28,2026-04-28,4,24.69,5,169.0,派送中
YT2606139136384,3433546223414605900,泊泉雅随意造型发蜡 发泥蓬松造型定型保湿 男士发蜡,泊泉雅,个护化妆,上海嘉定仓,长沙,韵达物流,标准快递,2026-06-13,2026-06-18,2026-06-18,5,13.9,1,36.2,派送中
YT2606232990074,3462817959578332130,打火机zippo正版zipoo打火机纤巧唐草女士窄机火机男士,之宝 (ZIPPO),珠宝礼品,北京通州仓,成都,圆通快递,标准快递,2026-06-23,2026-06-27,2026-06-27,4,22.11,1,236.32,已揽收
YT2606063354277,3483945836151498692,路易威登 98新 市场价4150,路易威登 (Louis Vuitton),未分类,广州白云仓,哈尔滨,中通快递,陆运快件,2026-06-06,2026-06-09,2026-06-09,3,12.82,1,3499.0,已揽收
YT2604096162110,3477878586982200197,清仓服饰7,MARYME,服装,北京通州仓,青岛,申通快递,陆运快件,2026-04-09,2026-04-10,2026-04-10,1,20.88,1,29.0,派送中
YT2604141863156,3445758969430296870,VIDIVICI女神蚕丝氨基酸柔肤净颜美肌泡沫洁面乳洗面奶深清洁,VIDIVICI,个护化妆,北京通州仓,广州,中通快递,航空快件,2026-04-14,2026-04-19,2026-04-19,5,16.1,1,79.0,已签收
YT2605048829532,3449292752800620840,爆爆奢闲置 路易威登 95新 公价 4000 85049,路易威登 (Louis Vuitton),未分类,广州白云仓,厦门,顺丰速运,陆运快件,2026-05-04,2026-05-06,2026-05-07,3,24.03,2,4700.0,已延误
YT2606278072824,3481787496906534262,森马情侣款透气冰凉双色百搭休闲长裤10 7421127023,森马 (Semir),服装,广州白云仓,天津,京东物流,航空快件,2026-06-27,2026-06-29,2026-06-29,2,11.57,1,74.9,运输中
YT2606114558232,3457197780114791484,NS1直播 coach 男士经典斜挎通勤包,蔻驰 (COACH),箱包饰品,上海嘉定仓,青岛,韵达物流,陆运快件,2026-06-11,2026-06-12,2026-06-14,3,36.88,8,1299.0,已延误
YT2604202101866,3480800895674006300,牛奢 MCM干邑色小托特 二号直播间,MCM,箱包饰品,上海嘉定仓,厦门,申通快递,特快专递,2026-04-20,2026-04-25,2026-04-25,5,19.88,1,2900.0,运输中
YT2604216297728,3448778887872565249,SADI萨迪复古马衔扣马鞍包SD6070 3,SADI,未分类,武汉东西湖仓,重庆,极兔速递,标准快递,2026-04-21,2026-04-24,2026-04-24,3,75.34,26,1243.62,运输中
YT2604177206641,3458950083880564371,YINER音儿外套8C50510470,音儿 (YINER),服装,北京通州仓,哈尔滨,韵达物流,陆运快件,2026-04-17,2026-04-22,2026-04-22,5,8.25,1,790.0,已揽收
YT2604104655042,3488265158076310668,透蜜茶树净颜洁面乳,透蜜 (Honey Snow),个护化妆,上海嘉定仓,苏州,申通快递,航空快件,2026-04-10,2026-04-15,2026-04-15,5,604.43,197,1.0,已揽收
YT2606279655399,3484731604746781762,吉祥鸟翡翠平安扣项链229103031353,卡思亚CARSINYA,珠宝礼品,广州白云仓,沈阳,极兔速递,特快专递,2026-06-27,2026-06-28,2026-06-28,1,35.11,31,899.0,运输中
YT2606071666413,3462082064034199131,针织衫开衫女士毛衣2021年新款女装宽松外穿百搭上衣,左微微,服装,成都双流仓,宁波,德邦物流,标准快递,2026-06-07,2026-06-12,2026-06-12,5,14.05,8,57.89,运输中
YT2604025928091,3442976178514856914,珀莱雅黑海盐高净润泡泡SPA面膜,珀莱雅 (PROYA),未分类,上海嘉定仓,武汉,圆通快递,特快专递,2026-04-02,2026-04-04,2026-04-04,2,91.54,43,150.96,已签收
YT2604082862106,3446370755250641474,37 活力28 薰衣芬芳洗衣液4斤,活力28,未分类,北京通州仓,长沙,圆通快递,特快专递,2026-04-08,2026-04-11,2026-04-11,3,6157.31,2071,9.9,运输中
YT2604088412354,3448168626648170834,多色史努比和维尼熊长袖T恤DZ2109,史努比 (Snoopy),未分类,成都双流仓,南宁,圆通快递,标准快递,2026-04-08,2026-04-10,2026-04-10,2,17.36,2,56.19,运输中
YT2604045110089,3474916818286719769,拉瑞苏严选 B家 LV 老花小号曼哈顿单肩包,路易威登 (Louis Vuitton),箱包饰品,北京通州仓,成都,圆通快递,陆运快件,2026-04-04,2026-04-09,2026-04-09,5,13.75,1,10780.0,已签收
YT2605031356120,3399945568506795177,拍一发3 每盒10片 共3盒 形象美血橙面膜补水保湿提亮肤色,形象美 (image·us),个护化妆,武汉东西湖仓,宁波,中通快递,标准快递,2026-05-03,2026-05-04,2026-05-04,1,14.97,5,59.9,派送中
YT2606247507878,3482660221376139683,vivotwsneo保护套真无线蓝牙耳机vivotwsneo保护壳充电仓卡通可,VIVO,手机数码,广州白云仓,南昌,极兔速递,同城配送,2026-06-24,2026-06-28,2026-06-28,4,19.92,1,14.8,运输中
YT2605022894049,3471570619609528735,豌豆公主保税直发 日本进口LION狮王经典美白牙膏10支家庭装,狮王 (LION),个护化妆,广州白云仓,杭州,韵达物流,同城配送,2026-05-02,2026-05-05,2026-05-05,3,1245.46,510,10.91,已签收
YT2605156422366,3455654802376229850,JackJones杰克琼斯春男牛年红色本命年情侣针织衫毛衣潮221124005,杰克琼斯 (Jack Jones),服装,北京通州仓,北京,极兔速递,特快专递,2026-05-15,2026-05-17,2026-05-17,2,8.16,2,318.0,运输中
YT2606237764702,3497552047815976779,014 全新斯凯奇男女款 休闲鞋 断码福利,斯凯奇 (SKECHERS),运动健康,广州白云仓,沈阳,京东物流,航空快件,2026-06-23,2026-06-24,2026-06-25,2,73.82,29,118.96,已延误
YT2605288706356,3446440797552128005,新款女包WG 1FA091,塞飞洛 (CEFIRO),未分类,广州白云仓,成都,中通快递,标准快递,2026-05-28,2026-06-02,2026-06-02,5,51.53,63,269.9,派送中
YT2605242470354,3449834917268198326,女童冬款仙子年服,积木世界,母婴,北京通州仓,上海,韵达物流,同城配送,2026-05-24,2026-05-27,2026-05-27,3,40.05,9,87.05,运输中
YT2606177927246,3477668679020316128,顶瓜瓜无钢圈文胸中厚杯无痕背心式侧收上托内衣6249,顶瓜瓜 (dingguagua),服装,武汉东西湖仓,广州,德邦物流,航空快件,2026-06-17,2026-06-19,2026-06-21,4,17.02,3,35.47,已延误
YT2605293305251,3479694825606016359,安德玛官方UA 强森男子连帽训练运动短袖T恤1361719,安德玛 (UNDER ARMOUR ),运动健康,上海嘉定仓,广州,德邦物流,特快专递,2026-05-29,2026-06-01,2026-06-01,3,18.74,1,499.0,运输中
YT2604204672650,3339239160782435643,汤臣倍健蔓越莓益生菌固体饮料 10袋 盒,汤臣倍健 (BY-HEALTH),食品酒水,北京通州仓,南宁,韵达物流,特快专递,2026-04-20,2026-04-21,2026-04-21,1,20.18,2,85.81,派送中
